Driver,LapTime,LapNumber,Stint,Sector1Time,Sector2Time,Sector3Time,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,TrackStatus,Position,IsAccurate,RaceName,Year,IsOutlierLap
VER,96.296,2.0,1.0,30.916,41.661,23.719,232.0,248.0,276.0,287.0,True,SOFT,5.0,False,Red Bull Racing,1,1.0,True,Bahrain,2024,False
VER,96.753,3.0,1.0,30.999,41.966,23.788,231.0,243.0,276.0,290.0,False,SOFT,6.0,False,Red Bull Racing,1,1.0,True,Bahrain,2024,False
VER,96.647,4.0,1.0,30.931,41.892,23.824,233.0,253.0,276.0,290.0,False,SOFT,7.0,False,Red Bull Racing,1,1.0,True,Bahrain,2024,False
VER,97.173,5.0,1.0,31.255,42.056,23.862,231.0,245.0,276.0,289.0,False,SOFT,8.0,False,Red Bull Racing,1,1.0,True,Bahrain,2024,False
VER,97.092,6.0,1.0,31.041,42.187,23.864,231.0,247.0,276.0,296.0,False,SOFT,9.0,False,Red Bull Racing,1,1.0,True,Bahrain,2024,False
VER,97.038,7.0,1.0,31.015,42.118,23.905,232.0,242.0,277.0,291.0,False,SOFT,10.0,False,Red Bull Racing,1,1.0,True,Bahrain,2024,False
VER,97.024,8.0,1.0,31.041,42.077,23.906,231.0,250.0,277.0,291.0,False,SOFT,11.0,False,Red Bull Racing,1,1.0,True,Bahrain,2024,False
VER,97.229,9.0,1.0,31.1,42.166,23.963,231.0,243.0,276.0,292.0,False,SOFT,12.0,False,Red Bull Racing,1,1.0,True,Bahrain,2024,False
VER,97.045,12.0,1.0,30.966,42.091,23.988,234.0,249.0,277.0,292.0,False,SOFT,15.0,False,Red Bull Racing,1,1.0,True,Bahrain,2024,False
VER,97.03,13.0,1.0,30.964,42.055,24.011,233.0,251.0,277.0,292.0,False,SOFT,16.0,False,Red Bull Racing,1,1.0,True,Bahrain,2024,False
VER,97.028,14.0,1.0,30.938,42.042,24.048,233.0,253.0,277.0,293.0,False,SOFT,17.0,False,Red Bull Racing,1,1.0,True,Bahrain,2024,False
VER,97.011,15.0,1.0,30.887,42.058,24.066,232.0,254.0,276.0,293.0,False,SOFT,18.0,False,Red Bull Racing,1,1.0,True,Bahrain,2024,False
VER,97.168,16.0,1.0,31.048,42.032,24.088,233.0,260.0,277.0,292.0,False,SOFT,19.0,False,Red Bull Racing,1,1.0,True,Bahrain,2024,False
VER,99.896,17.0,1.0,31.006,42.06,26.83,232.0,262.0,281.0,293.0,False,SOFT,20.0,False,Red Bull Racing,1,1.0,False,Bahrain,2024,True
VER,117.854,18.0,2.0,52.815,41.511,23.528,232.0,252.0,277.0,212.0,False,HARD,1.0,True,Red Bull Racing,1,1.0,False,Bahrain,2024,True
VER,95.283,19.0,2.0,30.628,41.162,23.493,233.0,248.0,278.0,288.0,True,HARD,2.0,True,Red Bull Racing,1,1.0,True,Bahrain,2024,False
VER,95.16,20.0,2.0,30.585,41.1,23.475,233.0,256.0,278.0,291.0,True,HARD,3.0,True,Red Bull Racing,1,1.0,True,Bahrain,2024,False
VER,95.316,21.0,2.0,30.576,41.24,23.5,235.0,251.0,278.0,293.0,False,HARD,4.0,True,Red Bull Racing,1,1.0,True,Bahrain,2024,False
VER,95.204,22.0,2.0,30.56,41.142,23.502,234.0,254.0,279.0,294.0,False,HARD,5.0,True,Red Bull Racing,1,1.0,True,Bahrain,2024,False
VER,95.216,23.0,2.0,30.553,41.145,23.518,234.0,253.0,279.0,294.0,False,HARD,6.0,True,Red Bull Racing,1,1.0,True,Bahrain,2024,False
VER,95.289,24.0,2.0,30.548,41.257,23.484,234.0,257.0,279.0,294.0,False,HARD,7.0,True,Red Bull Racing,1,1.0,True,Bahrain,2024,False
VER,95.342,25.0,2.0,30.518,41.282,23.542,233.0,250.0,279.0,295.0,False,HARD,8.0,True,Red Bull Racing,1,1.0,True,Bahrain,2024,False
VER,95.223,26.0,2.0,30.522,41.14,23.561,235.0,257.0,279.0,295.0,False,HARD,9.0,True,Red Bull Racing,1,1.0,True,Bahrain,2024,False
VER,95.581,27.0,2.0,30.649,41.338,23.594,230.0,250.0,279.0,294.0,False,HARD,10.0,True,Red Bull Racing,1,1.0,True,Bahrain,2024,False
VER,95.477,28.0,2.0,30.588,41.272,23.617,233.0,258.0,278.0,293.0,False,HARD,11.0,True,Red Bull Racing,1,1.0,True,Bahrain,2024,False
VER,95.793,29.0,2.0,30.679,41.485,23.629,234.0,258.0,279.0,293.0,False,HARD,12.0,True,Red Bull Racing,1,1.0,True,Bahrain,2024,False
VER,95.771,30.0,2.0,30.657,41.47,23.644,234.0,254.0,279.0,294.0,False,HARD,13.0,True,Red Bull Racing,1,1.0,True,Bahrain,2024,False
VER,95.679,31.0,2.0,30.635,41.435,23.609,234.0,260.0,279.0,295.0,False,HARD,14.0,True,Red Bull Racing,1,1.0,True,Bahrain,2024,False
VER,95.886,32.0,2.0,30.669,41.519,23.698,234.0,260.0,279.0,296.0,False,HARD,15.0,True,Red Bull Racing,1,1.0,True,Bahrain,2024,False
VER,95.863,33.0,2.0,30.69,41.459,23.714,233.0,258.0,279.0,295.0,False,HARD,16.0,True,Red Bull Racing,1,1.0,True,Bahrain,2024,False
VER,96.133,34.0,2.0,30.685,41.661,23.787,233.0,261.0,279.0,296.0,False,HARD,17.0,True,Red Bull Racing,1,1.0,True,Bahrain,2024,False
VER,96.018,35.0,2.0,30.727,41.557,23.734,234.0,260.0,279.0,295.0,False,HARD,18.0,True,Red Bull Racing,1,1.0,True,Bahrain,2024,False
VER,96.205,36.0,2.0,30.794,41.561,23.85,234.0,263.0,280.0,297.0,False,HARD,19.0,True,Red Bull Racing,1,1.0,True,Bahrain,2024,False
VER,99.234,37.0,2.0,30.877,41.634,26.723,233.0,264.0,281.0,297.0,False,HARD,20.0,True,Red Bull Racing,1,1.0,False,Bahrain,2024,False
VER,116.445,38.0,3.0,51.526,41.562,23.357,236.0,258.0,280.0,217.0,False,SOFT,1.0,True,Red Bull Racing,1,1.0,False,Bahrain,2024,True
VER,92.608,39.0,3.0,29.741,39.916,22.951,239.0,265.0,281.0,299.0,True,SOFT,2.0,True,Red Bull Racing,1,1.0,True,Bahrain,2024,False
VER,96.589,40.0,3.0,31.014,42.023,23.552,234.0,245.0,281.0,275.0,False,SOFT,3.0,True,Red Bull Racing,1,1.0,True,Bahrain,2024,False
VER,95.29,41.0,3.0,30.697,41.281,23.312,237.0,252.0,281.0,292.0,False,SOFT,4.0,True,Red Bull Racing,1,1.0,True,Bahrain,2024,False
VER,94.667,42.0,3.0,30.477,40.996,23.194,237.0,261.0,281.0,294.0,False,SOFT,5.0,True,Red Bull Racing,1,1.0,True,Bahrain,2024,False
VER,94.151,43.0,3.0,30.132,40.772,23.247,237.0,261.0,281.0,296.0,False,SOFT,6.0,True,Red Bull Racing,1,1.0,True,Bahrain,2024,False
VER,94.531,44.0,3.0,30.348,40.805,23.378,237.0,264.0,281.0,293.0,False,SOFT,7.0,True,Red Bull Racing,1,1.0,True,Bahrain,2024,False
VER,94.249,45.0,3.0,30.18,40.825,23.244,237.0,260.0,281.0,295.0,False,SOFT,8.0,True,Red Bull Racing,1,1.0,True,Bahrain,2024,False
VER,94.193,46.0,3.0,30.301,40.682,23.21,235.0,264.0,281.0,297.0,False,SOFT,9.0,True,Red Bull Racing,1,1.0,True,Bahrain,2024,False
VER,94.239,47.0,3.0,30.267,40.704,23.268,235.0,263.0,281.0,295.0,False,SOFT,10.0,True,Red Bull Racing,1,1.0,True,Bahrain,2024,False
VER,94.35,48.0,3.0,30.245,40.738,23.367,235.0,264.0,282.0,297.0,False,SOFT,11.0,True,Red Bull Racing,1,1.0,True,Bahrain,2024,False
VER,94.403,49.0,3.0,30.246,40.804,23.353,235.0,261.0,282.0,298.0,False,SOFT,12.0,True,Red Bull Racing,1,1.0,True,Bahrain,2024,False
VER,94.783,50.0,3.0,30.229,40.928,23.626,236.0,265.0,289.0,298.0,False,SOFT,13.0,True,Red Bull Racing,1,1.0,True,Bahrain,2024,False
VER,94.34,51.0,3.0,30.003,40.834,23.503,236.0,267.0,282.0,314.0,False,SOFT,14.0,True,Red Bull Racing,1,1.0,True,Bahrain,2024,False
VER,94.906,52.0,3.0,30.333,40.919,23.654,235.0,266.0,284.0,299.0,False,SOFT,15.0,True,Red Bull Racing,1,1.0,True,Bahrain,2024,False
VER,95.6,53.0,3.0,30.528,41.382,23.69,237.0,270.0,284.0,300.0,False,SOFT,16.0,True,Red Bull Racing,1,1.0,True,Bahrain,2024,False
VER,95.334,54.0,3.0,30.427,41.227,23.68,236.0,270.0,283.0,301.0,False,SOFT,17.0,True,Red Bull Racing,1,1.0,True,Bahrain,2024,False
VER,95.184,55.0,3.0,30.493,41.22,23.471,236.0,267.0,281.0,296.0,False,SOFT,18.0,True,Red Bull Racing,1,1.0,True,Bahrain,2024,False
VER,94.671,56.0,3.0,30.256,40.87,23.545,236.0,267.0,281.0,297.0,False,SOFT,19.0,True,Red Bull Racing,1,1.0,True,Bahrain,2024,False
VER,94.923,57.0,3.0,30.384,40.91,23.629,236.0,267.0,275.0,296.0,False,SOFT,20.0,True,Red Bull Racing,1,1.0,True,Bahrain,2024,False
PER,96.541,2.0,1.0,30.678,41.867,23.996,234.0,257.0,285.0,302.0,True,SOFT,5.0,False,Red Bull Racing,1,4.0,True,Bahrain,2024,False
PER,97.297,3.0,1.0,30.596,42.478,24.223,231.0,245.0,284.0,315.0,False,SOFT,6.0,False,Red Bull Racing,1,4.0,True,Bahrain,2024,False
PER,97.722,4.0,1.0,30.716,42.623,24.383,233.0,246.0,283.0,314.0,False,SOFT,7.0,False,Red Bull Racing,1,4.0,True,Bahrain,2024,False
PER,98.044,5.0,1.0,30.997,42.754,24.293,227.0,249.0,285.0,320.0,False,SOFT,8.0,False,Red Bull Racing,1,4.0,True,Bahrain,2024,False
PER,97.823,6.0,1.0,30.843,42.702,24.278,226.0,249.0,285.0,320.0,False,SOFT,9.0,False,Red Bull Racing,1,4.0,True,Bahrain,2024,False
PER,97.821,7.0,1.0,31.013,42.682,24.126,232.0,259.0,278.0,316.0,False,SOFT,10.0,False,Red Bull Racing,1,3.0,True,Bahrain,2024,False
PER,97.838,8.0,1.0,31.305,42.428,24.105,232.0,261.0,278.0,302.0,False,SOFT,11.0,False,Red Bull Racing,1,3.0,True,Bahrain,2024,False
PER,97.596,9.0,1.0,31.145,42.395,24.056,228.0,257.0,278.0,302.0,False,SOFT,12.0,False,Red Bull Racing,1,3.0,True,Bahrain,2024,False
PER,97.836,11.0,1.0,31.054,42.473,24.309,233.0,258.0,282.0,300.0,False,SOFT,14.0,False,Red Bull Racing,1,2.0,True,Bahrain,2024,False
PER,100.277,12.0,1.0,30.891,42.506,26.88,228.0,257.0,281.0,312.0,False,SOFT,15.0,False,Red Bull Racing,1,3.0,False,Bahrain,2024,True
PER,117.624,13.0,2.0,51.896,41.803,23.925,231.0,260.0,288.0,217.0,False,HARD,1.0,True,Red Bull Racing,1,8.0,False,Bahrain,2024,True
PER,95.606,14.0,2.0,30.063,41.855,23.688,234.0,263.0,279.0,320.0,True,HARD,2.0,True,Red Bull Racing,1,6.0,True,Bahrain,2024,False
PER,96.815,15.0,2.0,30.785,41.795,24.235,229.0,255.0,283.0,299.0,False,HARD,3.0,True,Red Bull Racing,1,3.0,True,Bahrain,2024,False
PER,95.783,16.0,2.0,30.569,41.558,23.656,228.0,256.0,277.0,316.0,False,HARD,4.0,True,Red Bull Racing,1,2.0,True,Bahrain,2024,False
PER,96.454,17.0,2.0,30.922,41.823,23.709,228.0,258.0,278.0,294.0,False,HARD,5.0,True,Red Bull Racing,1,2.0,True,Bahrain,2024,False
PER,96.311,18.0,2.0,30.803,41.835,23.673,235.0,259.0,278.0,291.0,False,HARD,6.0,True,Red Bull Racing,1,2.0,True,Bahrain,2024,False
PER,96.038,19.0,2.0,30.702,41.633,23.703,236.0,254.0,278.0,298.0,False,HARD,7.0,True,Red Bull Racing,1,2.0,True,Bahrain,2024,False
PER,96.278,20.0,2.0,30.918,41.686,23.674,230.0,260.0,278.0,298.0,False,HARD,8.0,True,Red Bull Racing,1,2.0,True,Bahrain,2024,False
PER,96.165,21.0,2.0,30.849,41.61,23.706,230.0,263.0,277.0,298.0,False,HARD,9.0,True,Red Bull Racing,1,2.0,True,Bahrain,2024,False
PER,96.037,22.0,2.0,30.824,41.536,23.677,232.0,263.0,278.0,295.0,False,HARD,10.0,True,Red Bull Racing,1,2.0,True,Bahrain,2024,False
PER,96.249,23.0,2.0,30.84,41.729,23.68,230.0,262.0,279.0,299.0,False,HARD,11.0,True,Red Bull Racing,1,2.0,True,Bahrain,2024,False
PER,96.211,24.0,2.0,30.792,41.687,23.732,235.0,261.0,278.0,299.0,False,HARD,12.0,True,Red Bull Racing,1,2.0,True,Bahrain,2024,False
PER,96.344,25.0,2.0,30.878,41.719,23.747,233.0,260.0,279.0,297.0,False,HARD,13.0,True,Red Bull Racing,1,2.0,True,Bahrain,2024,False
PER,96.347,26.0,2.0,30.938,41.666,23.743,232.0,263.0,278.0,298.0,False,HARD,14.0,True,Red Bull Racing,1,2.0,True,Bahrain,2024,False
PER,96.233,27.0,2.0,30.853,41.543,23.837,235.0,263.0,279.0,299.0,False,HARD,15.0,True,Red Bull Racing,1,2.0,True,Bahrain,2024,False
PER,96.226,28.0,2.0,30.929,41.588,23.709,233.0,264.0,279.0,299.0,False,HARD,16.0,True,Red Bull Racing,1,2.0,True,Bahrain,2024,False
PER,96.437,29.0,2.0,30.926,41.749,23.762,228.0,263.0,279.0,298.0,False,HARD,17.0,True,Red Bull Racing,1,2.0,True,Bahrain,2024,False
PER,96.313,30.0,2.0,30.916,41.643,23.754,230.0,263.0,279.0,299.0,False,HARD,18.0,True,Red Bull Racing,1,2.0,True,Bahrain,2024,False
PER,96.339,31.0,2.0,30.843,41.752,23.744,231.0,263.0,279.0,299.0,False,HARD,19.0,True,Red Bull Racing,1,2.0,True,Bahrain,2024,False
PER,96.276,32.0,2.0,30.856,41.671,23.749,233.0,263.0,279.0,300.0,False,HARD,20.0,True,Red Bull Racing,1,2.0,True,Bahrain,2024,False
PER,96.564,33.0,2.0,30.907,41.752,23.905,230.0,264.0,279.0,299.0,False,HARD,21.0,True,Red Bull Racing,1,2.0,True,Bahrain,2024,False
PER,96.378,34.0,2.0,30.84,41.734,23.804,233.0,265.0,279.0,301.0,False,HARD,22.0,True,Red Bull Racing,1,2.0,True,Bahrain,2024,False
PER,96.776,35.0,2.0,30.938,41.91,23.928,231.0,261.0,279.0,299.0,False,HARD,23.0,True,Red Bull Racing,1,2.0,True,Bahrain,2024,False
PER,99.365,36.0,2.0,31.014,41.781,26.57,234.0,264.0,281.0,299.0,False,HARD,24.0,True,Red Bull Racing,1,2.0,False,Bahrain,2024,False
PER,115.808,37.0,3.0,51.096,41.214,23.498,237.0,254.0,280.0,223.0,False,SOFT,1.0,True,Red Bull Racing,1,2.0,False,Bahrain,2024,True
PER,94.804,38.0,3.0,30.581,40.931,23.292,233.0,256.0,281.0,295.0,True,SOFT,2.0,True,Red Bull Racing,1,2.0,True,Bahrain,2024,False
PER,94.607,39.0,3.0,30.563,40.893,23.151,233.0,260.0,281.0,294.0,True,SOFT,3.0,True,Red Bull Racing,1,2.0,True,Bahrain,2024,False
PER,94.364,40.0,3.0,30.4,40.772,23.192,234.0,257.0,281.0,297.0,True,SOFT,4.0,True,Red Bull Racing,1,2.0,True,Bahrain,2024,False
PER,94.4,41.0,3.0,30.351,40.884,23.165,239.0,258.0,281.0,301.0,False,SOFT,5.0,True,Red Bull Racing,1,2.0,True,Bahrain,2024,False
PER,94.525,42.0,3.0,30.299,40.985,23.241,238.0,260.0,281.0,301.0,False,SOFT,6.0,True,Red Bull Racing,1,2.0,True,Bahrain,2024,False
PER,94.797,43.0,3.0,30.403,41.148,23.246,236.0,262.0,281.0,301.0,False,SOFT,7.0,True,Red Bull Racing,1,2.0,True,Bahrain,2024,False
PER,94.799,44.0,3.0,30.389,41.028,23.382,235.0,257.0,282.0,298.0,False,SOFT,8.0,True,Red Bull Racing,1,2.0,True,Bahrain,2024,False
PER,94.592,45.0,3.0,30.338,40.986,23.268,234.0,263.0,281.0,298.0,False,SOFT,9.0,True,Red Bull Racing,1,2.0,True,Bahrain,2024,False
PER,94.844,46.0,3.0,30.41,41.109,23.325,233.0,262.0,281.0,297.0,False,SOFT,10.0,True,Red Bull Racing,1,2.0,True,Bahrain,2024,False
PER,94.73,47.0,3.0,30.281,41.074,23.375,235.0,262.0,281.0,299.0,False,SOFT,11.0,True,Red Bull Racing,1,2.0,True,Bahrain,2024,False
PER,94.885,48.0,3.0,30.358,41.147,23.38,234.0,264.0,281.0,302.0,False,SOFT,12.0,True,Red Bull Racing,1,2.0,True,Bahrain,2024,False
PER,94.966,49.0,3.0,30.4,41.133,23.433,234.0,262.0,281.0,300.0,False,SOFT,13.0,True,Red Bull Racing,1,2.0,True,Bahrain,2024,False
PER,95.082,50.0,3.0,30.366,41.337,23.379,236.0,263.0,281.0,301.0,False,SOFT,14.0,True,Red Bull Racing,1,2.0,True,Bahrain,2024,False
PER,94.94,51.0,3.0,30.36,41.144,23.436,235.0,265.0,281.0,304.0,False,SOFT,15.0,True,Red Bull Racing,1,2.0,True,Bahrain,2024,False
PER,95.183,52.0,3.0,30.577,41.129,23.477,234.0,266.0,282.0,299.0,False,SOFT,16.0,True,Red Bull Racing,1,2.0,True,Bahrain,2024,False
PER,95.842,53.0,3.0,30.638,41.522,23.682,235.0,266.0,281.0,299.0,False,SOFT,17.0,True,Red Bull Racing,1,2.0,True,Bahrain,2024,False
PER,95.459,54.0,3.0,30.578,41.382,23.499,234.0,265.0,282.0,302.0,False,SOFT,18.0,True,Red Bull Racing,1,2.0,True,Bahrain,2024,False
PER,95.611,55.0,3.0,30.683,41.42,23.508,233.0,264.0,282.0,303.0,False,SOFT,19.0,True,Red Bull Racing,1,2.0,True,Bahrain,2024,False
PER,95.568,56.0,3.0,30.539,41.406,23.623,235.0,266.0,283.0,304.0,False,SOFT,20.0,True,Red Bull Racing,1,2.0,True,Bahrain,2024,False
PER,95.746,57.0,3.0,30.521,41.6,23.625,236.0,267.0,282.0,306.0,False,SOFT,21.0,True,Red Bull Racing,1,2.0,True,Bahrain,2024,False
SAI,97.236,2.0,1.0,30.974,42.366,23.896,235.0,244.0,279.0,297.0,True,SOFT,5.0,False,Ferrari,1,5.0,True,Bahrain,2024,False
SAI,97.08,3.0,1.0,31.049,42.179,23.852,233.0,246.0,280.0,300.0,True,SOFT,6.0,False,Ferrari,1,5.0,True,Bahrain,2024,False
SAI,97.264,4.0,1.0,30.957,42.373,23.934,234.0,245.0,285.0,304.0,False,SOFT,7.0,False,Ferrari,1,5.0,True,Bahrain,2024,False
SAI,98.032,5.0,1.0,30.967,42.821,24.244,232.0,245.0,286.0,324.0,False,SOFT,8.0,False,Ferrari,1,5.0,True,Bahrain,2024,False
SAI,97.741,6.0,1.0,30.879,42.803,24.059,233.0,243.0,286.0,325.0,False,SOFT,9.0,False,Ferrari,1,5.0,True,Bahrain,2024,False
SAI,98.26,7.0,1.0,30.847,43.148,24.265,234.0,242.0,286.0,326.0,False,SOFT,10.0,False,Ferrari,1,5.0,True,Bahrain,2024,False
SAI,98.183,8.0,1.0,31.341,42.701,24.141,232.0,246.0,287.0,316.0,False,SOFT,11.0,False,Ferrari,1,5.0,True,Bahrain,2024,False
SAI,98.03,9.0,1.0,30.99,42.868,24.172,234.0,247.0,285.0,323.0,False,SOFT,12.0,False,Ferrari,1,5.0,True,Bahrain,2024,False
SAI,97.656,11.0,1.0,31.266,42.386,24.004,232.0,252.0,280.0,324.0,False,SOFT,14.0,False,Ferrari,1,3.0,True,Bahrain,2024,False
SAI,97.65,12.0,1.0,31.089,42.46,24.101,232.0,248.0,277.0,299.0,False,SOFT,15.0,False,Ferrari,1,2.0,True,Bahrain,2024,False
SAI,97.243,13.0,1.0,31.025,42.212,24.006,233.0,250.0,277.0,298.0,False,SOFT,16.0,False,Ferrari,1,2.0,True,Bahrain,2024,False
SAI,99.753,14.0,1.0,31.011,42.119,26.623,235.0,258.0,281.0,298.0,False,SOFT,17.0,False,Ferrari,1,2.0,False,Bahrain,2024,True
SAI,117.225,15.0,2.0,51.656,42.013,23.556,236.0,252.0,286.0,220.0,False,HARD,1.0,True,Ferrari,1,7.0,False,Bahrain,2024,True
SAI,96.376,16.0,2.0,30.412,42.131,23.833,236.0,247.0,289.0,325.0,True,HARD,2.0,True,Ferrari,1,5.0,True,Bahrain,2024,False
SAI,95.507,17.0,2.0,30.202,41.758,23.547,233.0,251.0,286.0,332.0,True,HARD,3.0,True,Ferrari,1,4.0,True,Bahrain,2024,False
SAI,96.088,18.0,2.0,30.59,41.964,23.534,233.0,249.0,279.0,322.0,False,HARD,4.0,True,Ferrari,1,3.0,True,Bahrain,2024,False
SAI,96.236,19.0,2.0,30.805,41.897,23.534,234.0,248.0,279.0,293.0,False,HARD,5.0,True,Ferrari,1,3.0,True,Bahrain,2024,False
SAI,96.034,20.0,2.0,30.786,41.66,23.588,235.0,252.0,279.0,297.0,False,HARD,6.0,True,Ferrari,1,3.0,True,Bahrain,2024,False
SAI,96.104,21.0,2.0,30.796,41.752,23.556,235.0,252.0,279.0,298.0,False,HARD,7.0,True,Ferrari,1,3.0,True,Bahrain,2024,False
SAI,96.008,22.0,2.0,30.686,41.77,23.552,235.0,253.0,280.0,299.0,False,HARD,8.0,True,Ferrari,1,3.0,True,Bahrain,2024,False
SAI,96.149,23.0,2.0,30.738,41.797,23.614,236.0,252.0,280.0,300.0,False,HARD,9.0,True,Ferrari,1,3.0,True,Bahrain,2024,False
SAI,96.2,24.0,2.0,30.698,41.881,23.621,236.0,251.0,280.0,301.0,False,HARD,10.0,True,Ferrari,1,3.0,True,Bahrain,2024,False
SAI,96.22,25.0,2.0,30.724,41.907,23.589,233.0,251.0,280.0,301.0,False,HARD,11.0,True,Ferrari,1,3.0,True,Bahrain,2024,False
SAI,96.221,26.0,2.0,30.714,41.878,23.629,237.0,252.0,280.0,302.0,False,HARD,12.0,True,Ferrari,1,3.0,True,Bahrain,2024,False
SAI,96.272,27.0,2.0,30.807,41.836,23.629,236.0,251.0,280.0,301.0,False,HARD,13.0,True,Ferrari,1,3.0,True,Bahrain,2024,False
SAI,96.534,28.0,2.0,30.901,41.965,23.668,236.0,251.0,280.0,299.0,False,HARD,14.0,True,Ferrari,1,3.0,True,Bahrain,2024,False
SAI,96.6,29.0,2.0,30.852,41.97,23.778,236.0,254.0,280.0,301.0,False,HARD,15.0,True,Ferrari,1,3.0,True,Bahrain,2024,False
SAI,96.337,30.0,2.0,30.746,41.897,23.694,236.0,253.0,280.0,303.0,False,HARD,16.0,True,Ferrari,1,3.0,True,Bahrain,2024,False
SAI,96.537,31.0,2.0,30.851,41.959,23.727,234.0,253.0,280.0,301.0,False,HARD,17.0,True,Ferrari,1,3.0,True,Bahrain,2024,False
SAI,96.762,32.0,2.0,30.873,42.115,23.774,236.0,255.0,280.0,303.0,False,HARD,18.0,True,Ferrari,1,3.0,True,Bahrain,2024,False
SAI,96.556,33.0,2.0,30.833,41.987,23.736,237.0,254.0,280.0,303.0,False,HARD,19.0,True,Ferrari,1,3.0,True,Bahrain,2024,False
SAI,96.551,34.0,2.0,30.858,41.933,23.76,236.0,254.0,280.0,301.0,False,HARD,20.0,True,Ferrari,1,3.0,True,Bahrain,2024,False
SAI,99.274,35.0,2.0,30.872,42.117,26.285,236.0,255.0,281.0,301.0,False,HARD,21.0,True,Ferrari,1,3.0,False,Bahrain,2024,False
SAI,115.62,36.0,3.0,50.852,41.528,23.24,237.0,250.0,280.0,222.0,False,HARD,1.0,True,Ferrari,1,3.0,False,Bahrain,2024,True
SAI,95.302,37.0,3.0,30.695,41.39,23.217,237.0,250.0,282.0,296.0,True,HARD,2.0,True,Ferrari,1,3.0,True,Bahrain,2024,False
SAI,95.1,38.0,3.0,30.631,41.329,23.14,237.0,251.0,282.0,300.0,True,HARD,3.0,True,Ferrari,1,3.0,True,Bahrain,2024,False
SAI,94.709,39.0,3.0,30.481,41.066,23.162,237.0,254.0,282.0,299.0,True,HARD,4.0,True,Ferrari,1,3.0,True,Bahrain,2024,False
SAI,94.739,40.0,3.0,30.382,41.146,23.211,238.0,254.0,282.0,303.0,False,HARD,5.0,True,Ferrari,1,3.0,True,Bahrain,2024,False
SAI,95.041,41.0,3.0,30.638,41.205,23.198,236.0,253.0,282.0,303.0,False,HARD,6.0,True,Ferrari,1,3.0,True,Bahrain,2024,False
SAI,94.861,42.0,3.0,30.448,41.195,23.218,237.0,255.0,282.0,301.0,False,HARD,7.0,True,Ferrari,1,3.0,True,Bahrain,2024,False
SAI,94.795,43.0,3.0,30.387,41.201,23.207,238.0,253.0,281.0,302.0,False,HARD,8.0,True,Ferrari,1,3.0,True,Bahrain,2024,False
SAI,94.507,44.0,3.0,30.35,40.971,23.186,237.0,255.0,282.0,301.0,True,HARD,9.0,True,Ferrari,1,3.0,True,Bahrain,2024,False
SAI,94.79,45.0,3.0,30.398,41.123,23.269,237.0,256.0,282.0,301.0,False,HARD,10.0,True,Ferrari,1,3.0,True,Bahrain,2024,False
SAI,94.853,46.0,3.0,30.466,41.116,23.271,237.0,256.0,282.0,300.0,False,HARD,11.0,True,Ferrari,1,3.0,True,Bahrain,2024,False
SAI,94.901,47.0,3.0,30.455,41.086,23.36,237.0,255.0,281.0,303.0,False,HARD,12.0,True,Ferrari,1,3.0,True,Bahrain,2024,False
SAI,94.981,48.0,3.0,30.602,41.028,23.351,236.0,258.0,282.0,303.0,False,HARD,13.0,True,Ferrari,1,3.0,True,Bahrain,2024,False
SAI,95.44,49.0,3.0,30.499,41.58,23.361,237.0,254.0,282.0,302.0,False,HARD,14.0,True,Ferrari,1,3.0,True,Bahrain,2024,False
SAI,95.142,50.0,3.0,30.468,41.331,23.343,238.0,256.0,282.0,303.0,False,HARD,15.0,True,Ferrari,1,3.0,True,Bahrain,2024,False
SAI,95.282,51.0,3.0,30.502,41.387,23.393,236.0,255.0,281.0,304.0,False,HARD,16.0,True,Ferrari,1,3.0,True,Bahrain,2024,False
SAI,95.083,52.0,3.0,30.522,41.259,23.302,237.0,258.0,281.0,303.0,False,HARD,17.0,True,Ferrari,1,3.0,True,Bahrain,2024,False
SAI,95.211,53.0,3.0,30.491,41.288,23.432,237.0,258.0,283.0,301.0,False,HARD,18.0,True,Ferrari,1,3.0,True,Bahrain,2024,False
SAI,95.309,54.0,3.0,30.555,41.277,23.477,237.0,257.0,284.0,306.0,False,HARD,19.0,True,Ferrari,1,3.0,True,Bahrain,2024,False
SAI,95.407,55.0,3.0,30.699,41.192,23.516,237.0,263.0,282.0,306.0,False,HARD,20.0,True,Ferrari,1,3.0,True,Bahrain,2024,False
SAI,95.305,56.0,3.0,30.593,41.18,23.532,238.0,265.0,283.0,301.0,False,HARD,21.0,True,Ferrari,1,3.0,True,Bahrain,2024,False
SAI,95.327,57.0,3.0,30.55,41.125,23.652,239.0,269.0,282.0,305.0,False,HARD,22.0,True,Ferrari,1,3.0,True,Bahrain,2024,False
LEC,96.862,2.0,1.0,31.166,41.864,23.832,232.0,240.0,277.0,293.0,True,SOFT,5.0,False,Ferrari,1,2.0,True,Bahrain,2024,False
LEC,98.062,3.0,1.0,31.223,42.856,23.983,234.0,256.0,283.0,296.0,False,SOFT,6.0,False,Ferrari,1,3.0,True,Bahrain,2024,False
LEC,97.752,4.0,1.0,30.958,42.784,24.01,233.0,242.0,279.0,313.0,False,SOFT,7.0,False,Ferrari,1,3.0,True,Bahrain,2024,False
